Front-close learning graph @ episode 676
Last correct %: 0.7991120976692564 (720/901)
=BEGIN DATA=
(0, 0.0)
(1, 0.0)
(2, 0.0)
(3, 0.0)
(4, 0.0)
(5, 0.25)
(6, 0.25)
(7, 0.25)
(8, 0.25)
(9, 0.25)
(10, 0.4)
(11, 0.4)
(12, 0.4)
(13, 0.4)
(14, 0.4)
(15, 0.4)
(16, 0.4)
(17, 0.4)
(18, 0.5)
(19, 0.5)
(20, 0.5)
(21, 0.5)
(22, 0.5)
(23, 0.5)
(24, 0.5)
(25, 0.5)
(26, 0.5)
(27, 0.42857142857142855)
(28, 0.42857142857142855)
(29, 0.42857142857142855)
(30, 0.42857142857142855)
(31, 0.375)
(32, 0.375)
(33, 0.3333333333333333)
(34, 0.3333333333333333)
(35, 0.3)
(36, 0.36363636363636365)
(37, 0.36363636363636365)
(38, 0.36363636363636365)
(39, 0.38461538461538464)
(40, 0.38461538461538464)
(41, 0.38461538461538464)
(42, 0.38461538461538464)
(43, 0.38461538461538464)
(44, 0.38461538461538464)
(45, 0.38461538461538464)
(46, 0.38461538461538464)
(47, 0.38461538461538464)
(48, 0.38461538461538464)
(49, 0.38461538461538464)
(50, 0.38461538461538464)
(51, 0.38461538461538464)
(52, 0.38461538461538464)
(53, 0.38461538461538464)
(54, 0.38461538461538464)
(55, 0.38461538461538464)
(56, 0.4666666666666667)
(57, 0.5)
(58, 0.5)
(59, 0.5)
(60, 0.5)
(61, 0.5294117647058824)
(62, 0.5294117647058824)
(63, 0.5294117647058824)
(64, 0.5555555555555556)
(65, 0.5555555555555556)
(66, 0.5555555555555556)
(67, 0.5555555555555556)
(68, 0.5555555555555556)
(69, 0.5555555555555556)
(70, 0.5555555555555556)
(71, 0.5555555555555556)
(72, 0.5555555555555556)
(73, 0.5555555555555556)
(74, 0.5555555555555556)
(75, 0.5555555555555556)
(76, 0.5555555555555556)
(77, 0.5)
(78, 0.5)
(79, 0.5238095238095238)
(80, 0.5238095238095238)
(81, 0.5238095238095238)
(82, 0.5238095238095238)
(83, 0.5238095238095238)
(84, 0.5454545454545454)
(85, 0.5652173913043478)
(86, 0.5652173913043478)
(87, 0.5652173913043478)
(88, 0.5652173913043478)
(89, 0.5652173913043478)
(90, 0.5652173913043478)
(91, 0.5416666666666666)
(92, 0.5416666666666666)
(93, 0.52)
(94, 0.52)
(95, 0.5)
(96, 0.5)
(97, 0.5)
(98, 0.5)
(99, 0.5)
(100, 0.5)
(101, 0.48148148148148145)
(102, 0.5172413793103449)
(103, 0.5172413793103449)
(104, 0.5483870967741935)
(105, 0.5625)
(106, 0.5625)
(107, 0.5588235294117647)
(108, 0.5714285714285714)
(109, 0.5833333333333334)
(110, 0.5833333333333334)
(111, 0.5833333333333334)
(112, 0.5789473684210527)
(113, 0.5897435897435898)
(114, 0.6)
(115, 0.6)
(116, 0.6)
(117, 0.6)
(118, 0.6097560975609756)
(119, 0.6046511627906976)
(120, 0.6136363636363636)
(121, 0.6136363636363636)
(122, 0.6304347826086957)
(123, 0.6382978723404256)
(124, 0.6382978723404256)
(125, 0.6382978723404256)
(126, 0.6530612244897959)
(127, 0.66)
(128, 0.6730769230769231)
(129, 0.6730769230769231)
(130, 0.6792452830188679)
(131, 0.6851851851851852)
(132, 0.6851851851851852)
(133, 0.6851851851851852)
(134, 0.6851851851851852)
(135, 0.6909090909090909)
(136, 0.6964285714285714)
(137, 0.6964285714285714)
(138, 0.6896551724137931)
(139, 0.6896551724137931)
(140, 0.6896551724137931)
(141, 0.6949152542372882)
(142, 0.6949152542372882)
(143, 0.7)
(144, 0.7)
(145, 0.7)
(146, 0.7)
(147, 0.7)
(148, 0.7049180327868853)
(149, 0.7096774193548387)
(150, 0.7096774193548387)
(151, 0.7096774193548387)
(152, 0.7096774193548387)
(153, 0.7096774193548387)
(154, 0.7142857142857143)
(155, 0.71875)
(156, 0.7076923076923077)
(157, 0.7121212121212122)
(158, 0.7205882352941176)
(159, 0.7205882352941176)
(160, 0.7205882352941176)
(161, 0.7205882352941176)
(162, 0.7285714285714285)
(163, 0.7285714285714285)
(164, 0.7222222222222222)
(165, 0.7222222222222222)
(166, 0.7222222222222222)
(167, 0.7222222222222222)
(168, 0.7222222222222222)
(169, 0.7222222222222222)
(170, 0.7222222222222222)
(171, 0.726027397260274)
(172, 0.7297297297297297)
(173, 0.7297297297297297)
(174, 0.7368421052631579)
(175, 0.7368421052631579)
(176, 0.7402597402597403)
(177, 0.7435897435897436)
(178, 0.7341772151898734)
(179, 0.7439024390243902)
(180, 0.7349397590361446)
(181, 0.7349397590361446)
(182, 0.7349397590361446)
(183, 0.7411764705882353)
(184, 0.735632183908046)
(185, 0.7444444444444445)
(186, 0.7444444444444445)
(187, 0.7472527472527473)
(188, 0.7472527472527473)
(189, 0.7472527472527473)
(190, 0.7391304347826086)
(191, 0.7419354838709677)
(192, 0.7340425531914894)
(193, 0.7340425531914894)
(194, 0.7291666666666666)
(195, 0.7373737373737373)
(196, 0.7373737373737373)
(197, 0.7326732673267327)
(198, 0.7378640776699029)
(199, 0.7378640776699029)
(200, 0.7403846153846154)
(201, 0.7403846153846154)
(202, 0.7428571428571429)
(203, 0.7428571428571429)
(204, 0.7428571428571429)
(205, 0.7452830188679245)
(206, 0.7383177570093458)
(207, 0.7407407407407407)
(208, 0.7407407407407407)
(209, 0.7207207207207207)
(210, 0.7280701754385965)
(211, 0.7372881355932204)
(212, 0.7333333333333333)
(213, 0.7377049180327869)
(214, 0.7377049180327869)
(215, 0.72)
(216, 0.7222222222222222)
(217, 0.7265625)
(218, 0.7307692307692307)
(219, 0.7348484848484849)
(220, 0.7368421052631579)
(221, 0.7368421052631579)
(222, 0.7368421052631579)
(223, 0.7333333333333333)
(224, 0.7333333333333333)
(225, 0.7352941176470589)
(226, 0.7372262773722628)
(227, 0.7372262773722628)
(228, 0.7372262773722628)
(229, 0.7391304347826086)
(230, 0.7391304347826086)
(231, 0.7391304347826086)
(232, 0.7391304347826086)
(233, 0.7428571428571429)
(234, 0.7464788732394366)
(235, 0.75)
(236, 0.7448275862068966)
(237, 0.7448275862068966)
(238, 0.7449664429530202)
(239, 0.7483443708609272)
(240, 0.7483443708609272)
(241, 0.7483443708609272)
(242, 0.7516339869281046)
(243, 0.7467532467532467)
(244, 0.7467532467532467)
(245, 0.75)
(246, 0.75)
(247, 0.7531645569620253)
(248, 0.7547169811320755)
(249, 0.7547169811320755)
(250, 0.7547169811320755)
(251, 0.75625)
(252, 0.75625)
(253, 0.7636363636363637)
(254, 0.7636363636363637)
(255, 0.7678571428571429)
(256, 0.7705882352941177)
(257, 0.7745664739884393)
(258, 0.7758620689655172)
(259, 0.7758620689655172)
(260, 0.7727272727272727)
(261, 0.7740112994350282)
(262, 0.7740112994350282)
(263, 0.7734806629834254)
